的	de
嫪毐	lcai
老爱	lcai
老八路	lblu
劳保用品	lbyp
老蔡	lccd
老财	lccd
老厂	lcih
老长	lcih
老搭档	lddh
来当	lddh
劳动党	lddh
老旦	lcdj
老丹	lcdj
老单	lcdj
老的	lcde
老得	lcde
劳动厅	ldtk
劳工法	lgfa
理个发	lgfa
涝害	lchd
老井	lcjk
老景	lcjk
老境	lcjk
劳科所	lkso
老年病	lnbk
老牛	lcnq
老瓶装新酒	lpvj
老枪	lcql
老腔	lcql
老强	lcql
老认为	lrww
老僧	lcsg
老舍	lcue
老生	lcug
老师们	lumf
炉门	lumf
罗生门	lumf
六扇门	lumf
老鼠拉龟	lulg
老宋	lcss
李偲菘	lcss
老听	lctk
乐亭	lctk
老童	lcts
老同	lcts
劳委会	lwhv
劳逊	lcxy
老郑	lcvg
老这样	lvyh
绿杨	lvyh
劳资纠纷	lzjf
拉腿	latv
了吧	leba
乐吧	leba
了哦	lnou
乐华	lehx
雷波	lwbo
雷柏	lwbo
雷达站	ldvj
流动站	ldvj
累得	lwde
雷德	lwde
类的	lwde
累减	lwjm
雷剑	lwjm
雷娜	lwna
雷纳	lwna
蕾娜	lwna
雷山	lwuj
冷的	lgde
愣地	lgde
冷害	lghd
愣了愣	lllg
愣说	lguo
棱线	lgxm
冷着脸	lvlm
绿联	lvlm
了清	leqk
乐腾	letg
乐着	leve
联查	lmia
脸蛋儿	lder
莱尔	lder
脸的	lmde
练得	lmde
里面的	lmde
连得	lmde
连地	lmde
联防队	lfdv
量表	llbn
履历表	llbn
两重天	litm
李天	litm
犁田	litm
亮丑	lliz
粮船	llir
两船	llir
两串	llir
两大阵营	ldvy
亮的	llde
两德	llde
量的	llde
牢牢地	llde
凉的	llde
两关	llgr
两罐	llgr
两淮	llhk
两件	lljm
两间	lljm
两肩	lljm
亮剑	lljm
亮键	lljm
两斤	lljb
两晋	lljb
两晋时代	ljud
量控	llks
萝莉控	llks
两路	lllu
两轮	llly
两毛	llmc
凉帽	llmc
流浪猫	llmc
两秒	llmn
粮农	llns
良禽择木而栖	lqzq
梁山泊	lupo
戮破	lupo
两声	llug
两省	llug
累累硕果	llug
两审终审制	luvv
梁漱溟	lumk
路名	lumk
鹿鸣	lumk
两宋时代	lsud
连锁商店	lsud
量筒	llts
路路通	llts
两桶	llts
两位数	lwuu
类书	lwuu
类属	lwuu
量限	llxm
两县	llxm
两月	llyt
两则	llze
亮泽	llze
两者之间	lvvj
两桌	llvo
两字词	lzci
量子力学	lzlx
两组	llzu
两族	llzu
连横	lmhg
联合演习	lhyx
莲湖区	lhqu
罗湖区	lhqu
连江	lmjl
廉江	lmjl
脸可	lmke
连克	lmke
练了	lmle
连了	lmle
廉能	lmng
连平	lmpk
脸热	lmre
联社	lmue
连射	lmue
联审	lmuf
连身	lmuf
涟水	lmuv
连说	lmuo
连锁功能	lsgn
连他	lmta
连她	lmta
练摊	lmtj
连我	lmwo
练武场	lwih
雷场	lwih
连线作业	lxzy
联销	lmxn
脸笑	lmxn
脸小	lmxn
连笑	lmxn
练习本	lxbf
连心	lmxb
莲心	lmxb
练习题	lxti
螺旋体	lxti
连用	lmys
联用	lmys
涟源	lmyr
脸圆	lmyr
连战连捷	lvlj
连珠炮	lvpc
绿袍	lvpc
料单	lndj
料费	lnfw
料耗	lnhc
料号	lnhc
料件	lnjm
料净	lnjk
料款	lnkr
聊了	lnle
了了	lnle
疗伤止痛	luvt
聊天室	ltui
略施	ltui
掠视	ltui
老同事	ltui
掠食	ltui
路特仕	ltui
了望塔	lwta
撩阴腿	lytv
轮退	lytv
辽中	lnvs
料中	lnvs
礼拜六	lblq
礼拜日	lbri
礼拜三	lbsj
吏部	libu
礼部	libu
里布	libu
利车	liie
礼车	liie
力陈	liif
历陈	liif
力大无比	ldwb
里的	lide
离得	lide
立德	lide
理查德	lide
里德	lide
李德	lide
力的	lide
理得	lide
立得	lide
利德	lide
列成	lpig
裂成	lpig
列车长	livh
犁杖	livh
立账	livh
里长	livh
列恩	lpen
裂化	lphx
劣化	lphx
裂解	lpjp
猎猎	lplp
烈烈	lplp
猎鹿	lplu
里尔	lier
丽儿	lier
理儿	lier
例二	lier
利尔	lier
李二	lier
列项	lpxl
列席代表	lxdb
列印	lpyb
列于	lpyu
列增	lpzg
列账	lpvh
列作	lpzo
理发店	lfdm
立方厘米	lflm
立方英尺	lfyi
里根	ligf
立功喜报	lgxb
黧黑	lihw
离婚证	lhvg
离开过	lkgo
领过	lkgo
李娜	lina
丽娜	lina
莉娜	lina
厉娜	lina
李纳	lina
临安	lban
磷铵	lban
林彪	lbbn
临沧	lbch
临城	lbig
刘伯承	lbig
临川	lbir
林甸	lbdm
林副产品	lfip
领报	lkbc
灵宝	lkbc
另报	lkbc
灵璧	lkbi
灵草	lkcc
领出	lkiu
灵川	lkir
陵川	lkir
凌川	lkir
零打碎敲	ldsq
领得	lkde
灵的	lkde
零的突破	ldtp
来贴	ldtp
另发	lkfa
领发	lkfa
另告	lkgc
另给	lkgw
另购	lkgz
领购	lkgz
零和博弈	lhby
另换	lkhr
绫绢	lkjr
另据报道	ljbd
蓝白	ljbd
另开	lkkd
领料	lkln
零卖	lkmd
另纳	lkna
令你	lkni
令您	lknb
灵丘	lkqq
令人难以置信	lrnx
另日	lkri
零售业	luye
鹿野	luye
路也	luye
零售总额	luze
另算	lksr
令他	lkta
令她	lkta
灵塔	lkta
聆听会	lthv
临桂	lbgv
令我	lkwo
灵隐寺	lysi
路易斯	lysi
露易丝	lysi
刘易斯	lysi
零增长	lzvh
楼长	lzvh
领证	lkvg
离你	lini
里尼	lini
理你	lini
离您	linb
林口	lbkz
林娜	lbna
琳娜	lbna
林农	lbns
临沭	lbuu
落笔审慎	lbuu
临潭	lbtj
临洮	lbtc
林涛	lbtc
临颖	lbyk
临漳	lbvh
临战状态	lvvt
林遵	lbzy
力偶	liou
利欧	liou
黎平	lipk
刘炽平	lipk
李平	lipk
李萍	lipk
李清照	lqvc
留爪	lqvc
刘钊	lqvc
刘兆	lqvc
利齐切夫	lqqf
理容	lirs
立绒	lirs
丽荣	lirs
里色奥	lsao
龙奥	lsao
历山	liuj
骊山	liuj
立山	liuj
李斯特	lste
留坝	lqba
留疤	lqba
留吧	lqba
流的	lqde
留得	lqde
留德	lqde
留的	lqde
六点钟	ldvs
六段	lqdr
留法	lqfa
六法	lqfa
刘斐	lqfw
刘菲	lqfw
刘公岛	lgdc
冷到	lgdc
六合	luhe
陆河	luhe
流回	lqhv
流会	lqhv
六回	lqhv
刘慧	lqhv
刘辉	lqhv
刘惠	lqhv
柳江	lqjl
刘江	lqjl
柳林	lqlb
留你	lqni
六亲	lqqb
柳琴	lqqb
刘琴	lqqb
六十二	luer
鲁尔	luer
六十九	lujq
露酒	lujq
六十六	lulq
六十三	lusj
六韬	lqtc
刘涛	lqtc
六套	lqtc
六条	lqtn
柳条	lqtn
留条	lqtn
流通股	ltgu
流通手段	ltud
六位	lqww
瘤胃	lqww
刘伟	lqww
刘炜	lqww
留校察看	lxik
流行榜	lxbh
流行色	lxse
流行音乐	lxyy
流行语	lxyu
流星雨	lxyu
流行于	lxyu
刘秀	lqxq
留职停薪	lvtx
里外里	lwli
雷利	lwli
利物浦	lwpu
离弦之箭	lxvj
力压	liya
利亚	liya
莉雅	liya
李亚	liya
莉亚	liya
丽雅	liya
鲤鱼打挺	lydt
李自成	lzig
离子烫	lzth
垄断资本	ldzb
龙岗区	lgqu
了过去	lgqu
龙华	lshx
隆化	lshx
隆美尔	lmer
脸儿	lmer
练耳	lmer
莲儿	lmer
龙泉驿区	lqyq
龙兴	lsxk
隆兴	lsxk
龙行	lsxk
隆尧	lsyc
聋哑人	lyrf
拢在	lszd
楼的	lzde
娄烦	lzfj
陋规	lzgv
漏计	lzji
漏记	lzji
漏扣	lzkz
漏列	lzlp
楼门	lzmf
漏纳	lzna
漏收	lzuz
乱自上作	lzuz
漏征	lzvg
漏转	lzvr
乱成	lrig
栾城	lrig
乱罚款	lfkr
鲁昂	luah
乱开	lrkd
乱免	lrmm
栾南	lrnj
滦南	lrnj
孪生姐妹	lujm
陆俭	lujm
路肩	lujm
乱收	lruz
乱说乱动	luld
乱涨	lrvh
乱账	lrvh
陆沉	luif
炉衬	luif
李舜臣	luif
露齿而笑	liex
路东	luds
鲁东	luds
略表	ltbn
略有结余	lyjy
掠走	ltzz
路风	lufg
陆风	lufg
陆丰	lufg
禄丰	lufg
芦根	lugf
路宽	lukr
路南	lunj
轮驳	lybo
轮播	lybo
论持久战	lijv
论丛	lycs
论堆	lydv
轮对	lydv
论衡	lyhg
伦理思想	llsx
伦理学	llxt
伦理学家	llxj
伦琴	lyqb
轮上	lyuh
论证会	lvhv
萝北	lobw
裸背	lobw
罗宾	lobb
骆宾王	lbwh
罗伯特	lbte
兰伯特	lbte
萝卜青菜各有所爱	lbqa
洛川	loir
罗东	lods
落红	lohs
罗红	lohs
落后面貌	lhmm
落后状况	lhvk
落回	lohv
落灰	lohv
螺距	loju
罗兰	lolj
洛兰	lolj
洛隆	lols
洛美	lomw
罗米尼	lmni
连你	lmni
恋你	lmni
洛宁	lonk
罗宁	lonk
罗平	lopk
洛浦	lopu
罗普	lopu
螺枪	loql
落人话柄	lrhb
螺丝钉	lsdk
龙鼎	lsdk
罗素	losu
罗田	lotm
罗天	lotm
罗西	loxi
裸戏	loxi
裸线	loxm
螺线	loxm
罗源	loyr
罗唣	lozc
罗柱	lovu
螺柱	lovu
炉盘	lupj
炉前	luqm
路堑	luqm
路签	luqm
禄劝	luqr
路权	luqr
鹿犬	luqr
炉膛	luth
炉体	luti
炉条	lutn
路透社	ltue
炉温	luwf
鲁智深	lvuf
铝棒	lvbh
驴车	lvie
滤除	lviu
滤出	lviu
绿春	lviy
屡催	lvcv
屡攻未果	lgwg
旅美	lvmw
绿色革命	lsgm
绿色工程	lsgi
氯酸	lvsr
铝酸	lvsr
氯酸钠	lsna
铝屉	lvti
隆重推出	lvti
铝屑	lvxp
绿鞋	lvxp
律协	lvxp
旅行包	lxbc
粒细胞	lxbc
卵细胞	lxbc
旅行支票	lxvp
绿意盎然	lyar
旅游指南	lyvn
屡增	lvzg
铝针	lvvf
马鞍形	maxk
码踩	macd
麻城	maig
马到功成	mdgi
玛蒂	madi
马蒂	madi
马丁	madk
玛多	mado
码垛	mado
马恩列斯	mels
马格丽特	mglt
玛格丽特	mglt
马关	magr
马倌	magr
马汉	mahj
马辉	mahv
买不到	mbdc
卖茶	mdia
买车	mdie
卖车	mdie
卖得	mdde
买的	mdde
麦德	mdde
埋得	mdde
买个	mdge
麦格	mdge
卖货	mdho
买货	mdho
买活	mdho
买辆	mdll
脉络分明	mlfm
买卖双方	mmuf
卖契	mdqi
麦琪	mdqi
买得起	mdqi
买气	mdqi
买齐	mdqi
麦秋	mdqq
买球	mdqq
买入价	mrjx
买它	mdta
卖血	mdxt
买血	mdxt
马累	malw
马雷	malw
马林科夫	mlkf
麻栗坡	mlpo
马里亚纳海沟	mlyg
买了一个	mlyg
马路天使	mltu
玛纳斯	mnsi
慢班	mjbj
慢版	mjbj
漫笔	mjbi
慢吃	mjii
满的	mjde
没觉得	mjde
慢得	mjde
慢的	mjde
忙得	mhde
美好的	mhde
忙的	mhde
忙得不亦乐乎	mdbh
忙将	mhjl
芒康	mhkh
盲目攀比	mmpb
盲女	mhnv
莽原	mhyr
忙中出错	mvic
满含热泪	mhrl
瞒哄	mjhs
满江红	mjhs
漫画家	mhjx
满口答应	mkdy
慢慢儿	mmer
面儿	mmer
满盘	mjpj
满文	mjwf
满也	mjye
毛笔字	mbzi
抹脖子	mbzi
民资	mbzi
毛玻璃	mbli
民力	mbli
毛茶	mcia
冒出来	mild
米莱	mild
米来	mild
毛脚女婿	mjnx
铆接	mcjp
猫姐	mcjp
帽扣	mckz
冒了	mcle
毛了	mcle
贸贸然	mmrj
茫茫然	mmrj
毛姆	mcmu
茅山	mcuj
毛衫	mcuj
帽衫	mcuj
茅台酒	mtjq
冒险者	mxve
毛细管	mxgr
贸易法	myfa
贸易区	myqu
马屁精	mpjk
马球	maqq
马赛	masd
马绍尔群岛	mued
骂她	mata
玛塔	mata
骂他	mata
马头琴	mtqb
骂我	mawo
马戏团	mxtr
麻阳	mayh
码洋	mayh
每磅	mwbh
冥顽不化	mwbh
美邦	mwbh
没帮	mwbh
每包	mwbc
每本	mwbf
没本	mwbf
美标	mwbn
美餐	mwcj
每餐	mwcj
每车	mwie
煤车	mwie
没车	mwie
没成想	mixl
没承想	mixl
迷香	mixl
米香	mixl
每担	mwdj
每单	mwdj
没得比	mdbi
没的说	mduo
没得说	mduo
梅狄儿	mder
孟德尔	mder
麦尔	mder
马迭尔	mder
美的集团	mdjt
美的空调	mdkt
每队	mwdv
马王堆	mwdv
煤堆	mwdv
没对	mwdv
没队	mwdv
美俄	mwee
梅尔色多	mesd
湄公河	mghe
猛喝	mghe
没过几天	mgjt
没感觉	mgjt
美国佬	mglc
美国中央情报局	mgvj
盟战	mgvj
美海军	mhjy
美猴王	mhwh
没交	mwjn
美脚	mwjn
没教	mwjn
梅开三度	mksd
每克	mwke
每刻	mwke
每颗	mwke
没课	mwke
每课	mwke
美克	mwke
梅兰芳	mlfh
每辆	mwll
每两	mwll
没亮	mwll
美联社	mlue
美利坚合众国	mljg
密锣紧鼓	mljg
没礼貌	mlmc
魅力值	mlvi
命令直通车	mlvi
美目盼兮	mmpx
美能达	mnda
美女们	mnmf
庙门	mnmf
每排	mwpd
梅派	mwpd
美拍	mwpd
魅拍	mwpd
每瓶	mwpk
美萍	mwpk
每平方米	mpfm
煤气表	mqbn
每顷	mwqk
美容店	mrdm
美容师	mrui
美容院	mryr
每双	mwul
美索不达米亚	msby
梅特	mwte
美臀	mwty
美网	mwwh
没网	mwwh
没忘	mwwh
没想好	mxhc
每旬	mwxy
美亚	mwya
美呀	mwya
没呀	mwya
妹呀	mwya
美雅	mwya
每一寸土地	mycd
每一篇	mypm
每张	mwvh
没涨	mwvh
没这个	mvge
美洲豹	mvbc
美洲国家	mvgj
每株	mwvu
每注	mwvu
煤柱	mwvu
美竹	mwvu
美专家	mvjx
每组	mwzu
魅族	mwzu
没做	mwzo
每座	mwzo
没座	mwzo
门到门服务	mdmw
门儿	mfer
蒙城	mgig
魔鬼城	mgig
孟德斯鸠	mdsj
锰肥	mgfw
孟飞	mgfw
锰钢	mggh
孟加拉国	mjlg
猛进	mgjb
猛劲	mgjb
孟津	mgjb
猛击一掌	mjyv
孟良崮	mlgu
猛扑	mgpu
猛然间	mrjm
蒙山	mguj
蒙特尼哥罗	mtnl
蒙田	mgtm
蒙恬	mgtm
锰铁	mgtp
蒙阴	mgyb
猛揍	mgzz
门开	mfkd
门前三包	mqsb
门头沟区	mtgq
闷响	mfxl
门烟	mfyj
门源	mfyr
面饼	mmbk
棉饼	mmbk
免单	mmdj
面单	mmdj
免复	mmfu
棉服	mmfu
面广	mmgl
免还	mmhd
秘密活动	mmhd
面和心不和	mhxh
面卷	mmjr
免课	mmke
面壳	mmke
面宽	mmkr
面框	mmkl
绵连	mmlm
免纳	mmna
冕宁	mmnk
面人	mmrf
棉丝	mmsi
免死	mmsi
免贴	mmtp
面贴	mmtp
眠酮	mmts
眠药	mmyc
免疫性	myxk
面有	mmyz
免邮	mmyz
面砖	mmvr
描地	mnde
苗疆	mnjl
瞄了	mnle
秒了	mnle
邈远	mnyr
渺远	mnyr
瞄准镜	mvjk
密不外传	mbwi
迷彩服	mcfu
米厂	miih
灭掉	mpdn
秘法	mifa
米夫	mifu
米芾	mifu
米黄色	mhse
醚类	milw
米娜	mina
闽北	mbbw
明补	mkbu
名垂	mkiv
明都	mkdz
名额有限	meyx
名唤	mkhr
名列首位	mluw
命令行	mlhh
名门正派	mmvp
命丧	mksh
马克思主义中国化	mksh
名山	mkuj
命世之才	muvc
明水	mkuv
明细表	mxbn
名站	mkvj
民户	mbhu
迷你版	mnbj
民勤	mbqb
民权主义	mqvy
民事法庭	muft
民事诉讼法	musf
民用船	myir
民用航空	myhk
民有	mbyz
民忧	mbyz
民政工作	mvgz
民族性	mzxk
密切接触	mqji
米泉	miqr
密山	miuj
密西西比河	mxxh
密西西比州	mxxv
密穴	mixt
米雪	mixt
密友	miyz
蜜柚	miyz
米有	miyz
蜜月期	myqi
灭音器	myqi
梅贻琦	myqi
弥足	mizu
默伯桑	mbsh
莫泊桑	mbsh
摩根大通	mgdt
模糊论	mhly
模糊数学	mhux
模糊学	mhxt
墨家	mojx
模架	mojx
莫里埃	mlai
墨绿色	mlse
磨片	mopm
默片	mopm
膜片	mopm
莫让	morh
默认值	mrvi
模特儿	mter
某村	mzcy
某大	mzda
马自达	mzda
某国	mzgo
某类	mzlw
谋略思想	mlsx
谋杀案	muan
某县	mzxm
某一	mzyi
某乙	mzyi
膜炎	moyj
莫言	moyj
魔眼	moyj
魔影	moyk
摸一下	myxx
没有信心	myxx
目次	muci
牡丹亭	mdtk
母的	mude
目地	mude
陌生的	mude
钼肥	mufw
母妃	mufw
木粉	muff
母港	mugh
母公司	mgsi
萌死	mgsi
母国	mugo
幕后操纵	mhcz
目镜	mujk
暮景	mujk
木精	mujk
木兰	mulj
穆勒	mule
木乐	mule
木垒	mulw
穆雷	mulw
穆棱	mulk
木灵	mulk
牟平	mupk
墨水屏	mupk
母线	muxm
那笔	nabi
那比	nabi
那不	nabu
那部	nabu
那才	nacd
那场	naih
哪场	naih
那车	naie
那串	nair
拿出手	niuz
你手	niuz
能承受	niuz
你收	niuz
你瘦	niuz
那达慕	ndmu
娜达莎	ndua
拿得上	nduh
年的时候	nduh
那该	nagd
拿个鸡毛当令箭	ngjj
那股	nagu
拿获	naho
拿货	naho
那伙	naho
那伙人	nhrf
耐穿	ndir
乃东	ndds
耐冻	ndds
耐腐蚀	nfui
耐腐蚀性	nfux
耐高温	ngwf
能问	ngwf
耐碱	ndjm
乃见	ndjm
奈及利亚	njly
耐老化	nlhx
奶刷	ndux
耐酸	ndsr
耐酸碱	nsjm
奈特	ndte
耐特	ndte
耐下心来	nxxl
耐下性子	nxxz
奶液	ndye
奈叶	ndye
奶业	ndye
耐张线夹	nvxj
那将	najl
拿奖	najl
拿了	nale
纳闷儿	nmer
南北议和	nbyh
南北战争	nbvv
南部非洲	nbfv
南昌起义	niqy
南朝鲜	nixm
你先	nixm
你县	nixm
南方人	nfrf
囊的	nhde
女孩的	nhde
囊谦	nhqm
囔着	nhve
南湖	njhu
南汇	njhv
南回线	nhxm
那你	nani
哪年哪月	nnny
南开区	nkqu
南康	njkh
南陵	njlk
南岭	njlk
南楼	njlz
难民营	nmyk
南南合作	nnhz
南泥湾	nnwj
男女双方	nnuf
南皮	njpi
难侨	njqn
南桥	njqn
男人们	nrmf
女人们	nrmf
南三环	nshr
南特	njte
南雄	njxs
难兄	njxs
难言的苦衷	nydv
难以克服	nykf
难以言表	nyyb
南苑	njyr
南园	njyr
南院	njyr
南缘	njyr
南漳	njvh
男子单打	nzdd
女子单打	nzdd
男子双打	nzud
闹个	ncge
闹过	ncgo
挠了挠	nlnc
闹事者	nuve
闹灾	nczd
脑中风	nvfg
那瓶	napk
那坡	napo
拿权	naqr
那日	nari
拿上	nauh
那双	naul
哪双	naul
拿双	naul
纳头便拜	ntbb
那我	nawo
拿我	nawo
那也	naye
那夜	naye
那页	naye
哪也	naye
哪一	nayi
那一	nayi
拿住	navu
那猪	navu
内标	nwbn
内地版	ndbj
内斗	nwdz
内放	nwfh
内防	nwfh
内港	nwgh
内黄	nwhl
内贸	nwmc
内丘	nwqq
内燃	nwrj
内热	nwre
内生	nwug
内务条令	nwtl
内向型	nxxk
内沿	nwyj
内在美	nzmw
能把	ngba
能吧	ngba
能成	ngig
能到	ngdc
能对	ngdv
能给	nggw
能将	ngjl
能降	ngjl
能讲	ngjl
能里能外	nlnw
能以	ngyi
能赢	ngyk
能与	ngyu
能源科学	nykx
能在	ngzd
能再	ngzd
能赚	ngvr
年的	nmde
你们的	nmde
那么点儿	nmde
你妈的	nmde
娘病	nlbk
年老多病	nldb
拈量	nmll
碾米	nmmi
黏米	nmmi
年税	nmuv
柠檬水	nmuv
年终分配	nvfp
年终评比	nvpb
奶制品	nvpb
女频	nvpb
你帮	nibh
你编	nibm
你便	nibm
你变	nibm
你别	nibp
你吹	niiv
你当	nidh
酿成大祸	nidh
你到	nidc
你倒	nidc
你得	nidw
你爹	nidp
你对	nidv
镍材	npcd
捏词	npci
镍铬	npge
聂拉木	nlmu
捏了	nple
聂聂	npnp
捏捏	npnp
聂荣臻	nrvf
你方	nifh
你放	nifh
泥饭碗	nfwj
尼古西亚	ngxy
你好坏	nhhk
你姐	nijp
倪姐	nijp
你局	niju
你肯	nikf
你可以	nkyi
您可以	nkyi
宁一	nkyi
泥里	nili
你离	nili
你理	nili
呢帽	nimc
尼木	nimu
尼姆	nimu
你那	nina
你拿	nina
你哪	nina
妮娜	nina
你内	nina
您别	nbbp
您不	nbbu
您猜	nbcd
您大	nbda
您的	nbde
您得	nbde
您对	nbdv
宁安	nkan
宁都	nkdu
拧干	nkgj
宁冈	nkgh
宁国	nkgo
宁海	nkhd
宁河	nkhe
宁和	nkhe
凝合	nkhe
宁化	nkhx
凝华	nkhx
宁蒗	nklh
宁陵	nklk
柠檬酸	nmsr
宁明	nkmk
宁南	nknj
宁缺	nkqt
宁陕	nkuj
宁为玉碎不为瓦全	nwyq
宁武	nkwu
宁夏自治区	nxzq
宁阳	nkyh
拧着	nkve
您还	nbhd
您将	nbjl
您看	nbkj
您快	nbkk
您来	nbld
您老	nblc
您慢	nbmj
您们	nbmf
您瞧	nbqn
您去	nbqu
您让	nbrh
您说	nbuo
您提	nbti
您先	nbxm
您想	nbxl
你不想	nbxl
您要	nbyc
您也	nbye
您有	nbyz
您与	nbyu
您在	nbzd
您再	nbzd
您找	nbvc
您这	nbve
您坐	nbzo
泥菩萨	npsa
你瞧	niqn
拟请照准	nqvv
你去	niqu
你娶	niqu
你却	niqt
你让	nirh
泥人也有三分土性	nryx
你少	niuc
你烧	niuc
你他	nita
泥塘	nith
你童	nits
你同	nits
泥腿子	ntzi
牛蛋	nqdj
扭蛋	nqdj
扭得	nqde
年轻的	nqde
纽卡斯尔	nkse
牛毛细雨	nmxy
牛皮糖	npth
牛轧糖	nyth
你问	niwf
拟文	niwf
你吓	nixx
你瞎	nixx
你笑	nixn
匿笑	nixn
你小	nixn
拟写	nixp
你歇	nixp
你呀	niya
尼亚	niya
你丫	niya
尼雅	niya
你压	niya
你言我语	nywy
你有	niyz
你又	niyz
腻友	niyz
你真	nivf
逆之则亡	nvzw
女贼	nvzw
你自己	nzji
你最	nizv
泥足巨人	nzjr
农村调查	ncdi
农村工作	ncgz
挠钩	ncgz
闹够	ncgz
弄得清	ndqk
农科	nske
农垦经济	nkjj
农口	nskz
农民工	nmgs
农奴制	nnvi
农奴制度	nnvd
农奴主	nnvu
农器	nsqi
弄起	nsqi
农学家	nxjx
年休假	nxjx
农业地理	nydl
农业工人	nygr
农业再上新台阶	nyzj
暖场	nrih
暖室	nrui
暖湿	nrui
暖通	nrts
努得	nude
你说的	nude
那时的	nude
努了努嘴	nlnz
奴隶制度	nlvd
哪里知道	nlvd
奴隶主	nlvu
女的	nvde
女儿国	nego
女儿红	nehs
女服务员	nfwy
女孩子家	nhzj
女士们	numf
女娲造人	nwzr
女为悦己者容	nwyr
内院	nwyr
内援	nwyr
女演员	nyyr
男演员	nyyr
女英雄	nyxs
女主角	nvjt
女角	nvjt
欧版	oubj
沤肥	oufw
欧飞	oufw
偶有	ouyz
欧洲区	ovqu
怕丢面子	pdmz
帕尔马	pema
帕尔玛	pema
排放量	pfll
派购	pdgz
排灌	pdgr
排管	pdgr
拍过	pdgo
碰到过	pdgo
平底锅	pdgo
排洪	pdhs
迫击炮	pjpc
拍了	pdle
派了	pdle
拍马	pdma
拍吗	pdma
拍品	pdpb
牌品	pdpb
排坛	pdtj
排头兵	ptbk
派性	pdxk
拍醒	pdxk
帕金森	pjsf
帕克	pake
怕难为情	pnwq
胖的	phde
庞氏骗局	pupj
旁系血亲	pxxq
潘汉年	phnm
盘簧	pjhl
潘金莲	pjlm
判卷	pjjr
盘片	pjpm
盘曲	pjqu
盘区	pjqu
盘条	pjtn
盘外招	pwvc
番禺区	pyqu
炮兵营	pbyk
泡蘑菇	pmgu
跑外	pcwd
趴铺	papu
帕萨特	pste
帕特	pate
怕疼	patg
爬藤	patg
怕我	pawo
趴窝	pawo
陪绑	pwbh
赔补	pwbu
赔偿制度	pivd
赔得	pwde
配的	pwde
配得	pwde
裴多菲	pdfw
佩花	pwhx
培华	pwhx
陪您	pwnb
陪人	pwrf
陪审员	puyr
陪审制度	puvd
赔小心	pxxb
培训基地	pxjd
陪在	pwzd
赔账	pwvh
配置文件	pvwj
胚子	pwzi
配子	pwzi
配字	pwzi
喷打	pfda
喷灯	pfdg
蓬安	pgan
篷车	pgie
棚车	pgie
捧臭脚	pijn
皮胶	pijn
皮角	pijn
朋党政治	pdvv
硼肥	pgfw
鹏飞	pgfw
棚户区	phqu
嘭咙	pgls
彭山	pguj
硼铁	pgtp
蓬溪	pgxi
朋友遍天下	pybx
朋友们	pymf
喷火器	phqi
喷了	pfle
喷墨打印机	pmdj
喷洒车	psie
喷射客机	pukj
盆植	pfvi
偏关	pmgr
偏宽	pmkr
偏振	pmvf
票单	pndj
票根	pngf
票号	pnhc
票口	pnkz
飘了	pnln
票头	pntz
皮包公司	pbgs
疲惫感	pbgj
皮的	pide
批得	pide
屁的	pide
啤的	pide
瞥了	pple
批发价	pfjx
批给	pigw
批回	pihv
皮货	piho
批货	piho
坯料	piln
皮料	piln
频带	pbdd
平安夜	paye
平刨	pkpc
屏边	pkbm
评标	pkbn
平产	pkij
平车	pkie
平尺	pkii
凭此	pkci
屏东	pkds
平硐	pkds
平方厘米	pflm
评功	pkgs
评工	pkgs
平均速度	pjsd
平均值	pjvi
平乐	pkle
平了	pkle
评量	pkll
平凉	pkll
平罗	pklo
平面几何	pmjh
平南	pknj
屏南	pknj
凭票	pkpn
平壤之战	prvv
平山	pkuj
屏山	pkuj
坪山	pkuj
坪山新区	puxq
凭什么	pume
怕什么	pume
品管	pbgr
品冠	pbgr
贫国	pbgo
平信	pkxb
凭信	pkxb
评薪	pkxb
平型关	pxgr
平遥	pkyc
平阴	pkyb
平战结合	pvjh
平作	pkzo
贫户	pbhu
品目	pbmu
聘任制	prvi
频生	pbug
品胜	pbug
品生	pbug
贫下	pbxx
聘选	pbxr
拼音输入法	pyuf
品质管制	pvgv
琵琶行	ppxk
批判性	ppxk
皮圈	piqr
批条子	ptzi
皮碗	piwj
匹亚	piya
屁呀	piya
皮张	pivh
皮重	pivs
批准书	pvuu
颇大	poda
破茧而出	pjei
破解版	pjbj
普及版	pjbj
破了	pole
泼了	pole
破帽	pomc
迫切希望	pqxw
破伤风	pufg
颇似	posi
破四	posi
珀斯	posi
颇有些	pyxp
迫在	pozd
普安	puan
浦北	pubw
铺成	puig
蒲城	puig
浦城	puig
仆从	pucs
普定	pudk
普格	puge
普及读物	pjdw
普京	pujk
葡京	pujk
扑克牌	pkpd
浦口	pukz
普兰	pulj
普利司通	plst
普鲁斯特	plst
普罗维湾	plww
普米	pumi
普宁	punk
扑簌簌	pssu
普通心理学	ptxx
普天下	ptxx
普陀区	ptqu
片头曲	ptqu
普希金	pxjb
扑在	puzd
铺在	puzd
前半部	qbbu
亲不	qbbu
前部	qmbu
浅部	qmbu
钱不	qmbu
钱袋子	qdzi
前端	qmdr
前段	qmdr
千吨	qmdy
强渡江河	qdjh
签个名	qgmk
强化训练	qhxl
强奸案	qjan
强台风	qtfg
铅管	qmgr
千古不解之谜	qgbm
前郭尔罗斯	qges
