aba,1=阿爸
yanghe,1=养和
qiongbi,1=穷比
naigong,1=耐攻
biqi,1=比其
mia,1=米啊
daodao,1=导到
wangyihan,1=王仪涵
jidao,1=记到
niaoa,1=鸟啊
gaoa,1=搞啊
feia,1=飞啊
guangyi,1=广一
shiyin,1=是银
hanzi,1=韩资
taya,1=她呀
shuaima,1=帅吗
sande,1=伞的
xiangya,1=想呀
cuome,1=错么
huime,1=会么
yefeng,1=叶枫
miaoshang,1=秒伤
xiedu,1=鞋都
qinzhuang,1=秦庄
xijie,1=熙街
ruoxi,1=若惜
leilei,1=蕾蕾
guanxing,1=关兴
chengtu,1=成图
huanglei,1=黄蕾
mingma,1=名吗
huangtao,1=黄桃
qianban,1=千般
gaodao,1=高到
hengli,1=恒立
xiaoqing,1=晓晴
qulian,1=去练
madan,1=麻蛋
xuele,1=雪了
weitu,1=为徒
banchang,1=板厂
qingtan,1=情叹
hongjing,1=宏景
yukuizhi,1=于魁智
kongjie,1=孔杰
yejia,1=也加
sunhao,1=孙浩
humei,1=胡玫
haili,1=海丽
lupu,1=芦浦
wangke,1=王珂
duifei,1=对非
nengjie,1=能借
hongjie,1=红姐
neishi,1=内事
weizhi,1=伟志
bushang,1=布上
wangyang,1=王阳
shuadao,1=耍到
fengli,1=丰利
gaikan,1=该看
youjiu,1=有就
dayuwang,1=大渝网
shengqiao,1=盛桥
wanbo,1=万博
wancheng,1=万诚
taiqing,1=台庆
jingxin,1=京信
zhangjizhong,1=张纪中
yongya,1=用呀
rangzhen,1=让朕
zhangyong,1=张勇
oujia,1=偶家
kaobu,1=考不
kengde,1=坑的
jiandie,1=剑谍
keyunlu,1=科韵路
qianhui,1=签绘
dongke,1=动科
shidiu,1=是丢
zhangbo,1=张博
xiaowangshu,1=笑忘书
baixinhui,1=白歆惠
xier,1=夕儿
zheya,1=这丫
yihai,1=一孩
xieling,1=谢玲
yuanyi,1=元一
leijia,1=雷家
fangbu,1=放不
tianba,1=天霸
tianli,1=天利
jinbu,1=进不
yuhai,1=于海
shuanglian,1=双恋
jiangbiniaoyubai,1=江碧鸟逾白
zhongxin,1=钟欣
youdang,1=又当
zuoha,1=坐哈
baishan,1=百善
shufei,1=淑妃
wotou,1=我投
feimo,1=飞摩
xiaoha,1=小哈
dantou,1=单头
yunkang,1=云康
changhua,1=昌化
zhongchuan,1=中船
shunzhi,1=顺直
xiaqing,1=夏青
woqi,1=我起
dengkan,1=等看
jiuzhao,1=就照
fanne,1=烦呢
zimo,1=子墨
huoma,1=活吗
chixiaxiao,1=侈霞啸
jiazhi,1=加至
heyuan,1=和园
ridan,1=日单
dongpaoxipao,1=东跑西跑
cengjin,1=曾今
sikuang,1=死矿
nadeng,1=那等
changshuo,1=昌硕
wangda,1=王大
jiashu,1=家数
masheng,1=麻生
shuati,1=刷体
nainai,1=奈奈
jiaodian,1=焦店
jianhai,1=建海
zaxie,1=咋谢
bener,1=本二
zhangma,1=张妈
jiutan,1=九潭
yinger,1=英二
liyuan,1=利源
yamao,1=压铆
saifu,1=赛扶
dalei,1=大雷
cheqi,1=车企
zaigao,1=在高
dama,1=大嘛
shizhuan,1=是赚
zhouzhong,1=周中
junya,1=君雅
alai,1=阿来
qiangongjinfei,1=前功尽废
bantai,1=班台
nana,1=那那
sipin,1=思品
tala,1=他啦
paiyun,1=牌运
shidian,1=是点
jiangdian,1=讲点
guanzhong,1=馆中
xubing,1=徐兵
pangwei,1=庞伟
wuzhi,1=武直
mosi,1=磨死
liuyun,1=刘芸
xuejing,1=学警
zhiqu,1=之躯
sishi,1=死士
zhaoba,1=照吧
oujiu,1=偶就
wohuai,1=我怀
rizhi,1=日止
shenne,1=神呢
yuping,1=玉平
naite,1=耐特
yinne,1=银呢
liujinling,1=刘金玲
teyin,1=特饮
qiyu,1=齐豫
niangliao,1=娘了
erbao,1=二宝
yulin,1=雨霖
zuoye,1=做也
xingge,1=星哥
yaone,1=药呢
shangyuan,1=上原
haocan,1=好残
wangheng,1=王恒
ayi,1=阿忆
zhule,1=注了
geyou,1=哥有
qinyu,1=秦羽
qiana,1=前啊
yuanlu,1=园路
guochao,1=国超
linzhenyin,1=林贞银
longa,1=弄啊
xionga,1=兄啊
woming,1=我明
shengchao,1=盛超
zhuxiao,1=主校
suqin,1=素琴
jiaoguo,1=叫过
suanyou,1=算有
ganshua,1=干刷
tanzhuang,1=谭庄
nengba,1=能吧
zhangkai,1=张凯
yandou,1=眼都
mengne,1=梦呢
shuba,1=数吧
huanba,1=换吧
daixia,1=待下
jiuzhuang,1=就装
sanyoudong,1=三游洞
yaner,1=烟儿
daojiao,1=到脚
maiba,1=卖吧
nengjiang,1=能讲
huapu,1=华普
liana,1=练啊
shoubao,1=首保
youdi,1=有滴
longshuo,1=龙说
zaoye,1=遭业
hajiu,1=哈酒
hongtan,1=红毯
zhangnan,1=张楠
baitu,1=百图
zhaosha,1=找啥
yimin,1=益民
ranzhe,1=染着
niliang,1=你两
lingyu,1=凌宇
niha,1=你哈
yuefeng,1=岳峰
qinfei,1=秦飞
xiaowu,1=小舞
jingjie,1=静姐
shimin,1=世民
chaodao,1=炒到
chunhui,1=春辉
renting,1=人挺
gaia,1=改啊
miduo,1=米多
shouzhu,1=手珠
siduo,1=死多
huatian,1=华天
wuhua,1=无花
nijia,1=你嫁
weiwu,1=魏武
fagong,1=法功
lianhua,1=连华
yaokou,1=要扣
chenjie,1=陈洁
shibai,1=是摆
liuzhao,1=刘钊
wufen,1=无份
zhanglu,1=张璐
mengyang,1=梦阳
jiaoyang,1=焦阳
kame,1=卡么
guanghe,1=广和
ribo,1=日博
chunnuo,1=唇诺
haolei,1=郝蕾
wangshang,1=王上
gaifang,1=该放
shangni,1=伤你
dianma,1=店吗
zhaoa,1=照啊
zhexiao,1=这小
huhe,1=呼和
erzhi,1=而止
guana,1=关啊
jiubo,1=九博
yujie,1=于洁
zhua,1=猪啊
xiaomo,1=小沫
naa,1=那啊
yaoshui,1=要睡
nimei,1=尼妹
xianggui,1=湘桂
yuhuangding,1=毓璜顶
nitiao,1=你跳
huoya,1=活呀
binshui,1=宾水
guangya,1=光亚
jingbo,1=京博
guoli,1=郭立
jiuma,1=久吗
yaofan,1=要反
xihuang,1=羲皇
feiyu,1=飞宇
weimei,1=微妹
mimen,1=迷们
getiao,1=隔条
zaitiao,1=在跳
zhuzixiao,1=朱梓骁
guaili,1=怪力
cailin,1=蔡琳
yaoma,1=药吗
siju,1=四句
dongxing,1=东星
aiweiwei,1=艾未未
qisha,1=七杀
caine,1=菜呢
zhangwei,1=张为
shenhao,1=肾好
qiuqiu,1=秋秋
heche,1=和车
jiuchuan,1=就穿
shixia,1=是下
xiaoyan,1=小烟
gequ,1=哥去
zhumai,1=主麦
maye,1=麻叶
jiupai,1=就拍
liangwei,1=量为
renwei,1=任伟
jiala,1=家啦
baju,1=八句
mengxin,1=孟欣
weizhe,1=卫哲
zicheng,1=子成
liaoa,1=聊啊
yezai,1=也再
nimeng,1=你梦
xunfu,1=寻夫
bincai,1=滨才
dianni,1=点你
nengqu,1=能取
nengshou,1=能受
zhichuang,1=智窗
junku,1=军裤
suana,1=酸啊
kea,1=课啊
nandi,1=男滴
qinwei,1=秦伟
bangkan,1=帮看
xinye,1=鑫爷
xiake,1=虾壳
faya,1=发呀
fale,1=乏了
huiche,1=灰车
wanzheng,1=万正
weiniang,1=为娘
anniang,1=俺娘
lian,1=里安
shengshi,1=生世
chabu,1=差不
kewen,1=科文
wendou,1=文都
wangwei,1=王威
youyuan,1=由原
taxiao,1=他小
dongya,1=动呀
risi,1=日死
biana,1=变啊
kaoba,1=考吧
zhangxin,1=张鑫
yingyuan,1=应元
chaoge,1=超哥
xuyajun,1=许雅钧
minqi,1=敏奇
lihao,1=李浩
lanhong,1=兰红
butao,1=布套
daya,1=打呀
shaoou,1=少哦
jianyi,1=见一
tame,1=她么
fala,1=伐啦
jieya,1=姐呀
wansha,1=完杀
jiujia,1=就嫁
junye,1=军爷
qianliao,1=迁了
keshe,1=课设
feiying,1=飞影
shouhe,1=守和
guaiba,1=怪吧
baoba,1=报吧
gencha,1=根插
xiandai,1=先带
yushui,1=与水
wangying,1=王影
tianshou,1=天寿
yulang,1=与狼
gaofang,1=膏方
dianchi,1=点吃
duohen,1=多很
weibin,1=伟斌
gaiwang,1=盖网
yaoge,1=妖哥
lvtongyu,1=吕彤羽
fanfan,1=帆帆
banshan,1=版衫
fengzaihou,1=风在吼
xinyi,1=心一
fanma,1=烦吗
weima,1=为吗
seba,1=色吧
yaotiao,1=要跳
zhongqi,1=中起
tachang,1=她唱
yaoxie,1=要谢
tiaoqin,1=调琴
gengguo,1=更过
jingzhen,1=经侦
lida,1=李大
zaiqiang,1=在抢
cihun,1=赐婚
tianzu,1=天族
zhuri,1=驻日
wangye,1=网业
nengtiao,1=能跳
youzheng,1=有证
ziyi,1=子怡
jiusheng,1=就升
xiaoyu,1=小羽
zhangyi,1=张译
shengye,1=盛业
jianba,1=剑八
chuner,1=春儿
nehai,1=呢还
liaoke,1=了咯
nipei,1=你赔
maixin,1=买新
linzong,1=林总
tubi,1=土逼
dongbao,1=动保
huila,1=会啦
tiaojing,1=跳警
zhangxing,1=张行
zuoge,1=坐个
erta,1=二塔
yecha,1=也差
tongkao,1=同考
judui,1=据对
xiangye,1=相爷
qiulai,1=求来
yongye,1=永夜
kaixie,1=开些
xinglai,1=行来
fenglai,1=风来
jianshui,1=见谁
youjia,1=又加
beiyuan,1=北元
aofa,1=奥法
gushui,1=谷水
shengong,1=神宫
renji,1=仁济
laosang,1=老桑
qunba,1=群吧
gantong,1=感统
jieba,1=接吧
wangle,1=王乐
yaopai,1=要派
shimang,1=是忙
guanba,1=管吧
qieba,1=切吧
miwai,1=米外
qine,1=起呢
jiachun,1=佳纯
panjie,1=潘婕
bole,1=博了
shuibei,1=水贝
zhongcheng,1=中成
maode,1=冒得
kaotu,1=烤兔
jiecheng,1=捷成
daoji,1=道济
yongben,1=用本
shuozha,1=说咋
qigou,1=气狗
baan,1=把俺
jiudao,1=就倒
xuyang,1=徐阳
nengtao,1=能逃
rente,1=人特
geige,1=给哥
qiaobenmiaotao,1=巧奔妙逃
yuanba,1=元吧
xinye,1=心野
dianxue,1=点血
sunzhihao,1=孙志浩
xiange,1=宪哥
dudu,1=毒毒
huiruoqi,1=惠若琪
zhuheyuan,1=朱和元
lulu,1=路路
chuanga,1=床啊
teshe,1=特摄
chensheng,1=陈升
manjiao,1=慢叫
pingchao,1=乒超
xiahui,1=下会
yachao,1=亚超
guosan,1=国三
ziyue,1=紫月
suanmo,1=蒜末
tianguo,1=填过
huzhuang,1=胡庄
haozhun,1=好准
shiyuan,1=始源
zhaone,1=找呢
liaozu,1=辽足
erne,1=儿呢
guoqian,1=过钱
diaolv,1=掉率
mengfan,1=孟凡
liuxiang,1=刘香
foxiang,1=佛香
rengba,1=扔吧
nengzao,1=能早
lvsimian,1=吕思勉
jinji,1=进给
donga,1=懂啊
enhua,1=恩华
jinlian,1=金联
lishufu,1=李书福
tudu,1=图都
mutian,1=牧田
tianxi,1=天禧
paidi,1=排第
shenshuo,1=神说
fandao,1=返到
cetu,1=测图
zixi,1=子夕
shouhao,1=手豪
xiandao,1=仙道
dengdao,1=登岛
huijiu,1=会救
hujie,1=胡姐
zhuli,1=茱莉
xuanyu,1=玄玉
zhujiao,1=注胶
guijie,1=鬼界
shijie,1=是姐
weidesheng,1=魏德圣
ruguo,1=入过
ruzhu,1=入珠
baozhang,1=报障
nanyin,1=男淫
beizhe,1=备着
yaogan,1=要赶
fenghou,1=风后
ea,1=饿啊
xuejie,1=雪姐
tiaoli,1=挑理
feijie,1=肥姐
zhehou,1=折后
douzhang,1=都涨
niquan,1=你全
shibu,1=十部
xuqian,1=许倩
xinde,1=信地
rouchi,1=肉吃
ruiou,1=锐欧
heiwang,1=黑王
duote,1=多特
yaodu,1=要都
houhu,1=后湖
guyan,1=箍眼
xinte,1=新特
beibie,1=被别
yuwen,1=于文
yuai,1=雨爱
jiugai,1=就改
dongme,1=懂么
nengjiao,1=能教
qufa,1=去发
kanbie,1=看别
liangminglin,1=椋名凛
caobin,1=曹斌
nihua,1=你画
shengdao,1=剩到
kaiyun,1=凯云
huana,1=换啊
jiuti,1=就提
leiyun,1=雷云
eqier,1=厄齐尔
bupai,1=不拍
lielong,1=猎龙
ajiu,1=阿九
guihe,1=贵和
yingxiu,1=映秀
wenjingdang,1=吻警党
tawan,1=她玩
jianfu,1=贱妇
peizhe,1=配着
xingshang,1=星尚
xiangyun,1=湘云
daia,1=带啊
xiaolu,1=晓璐
cia,1=次啊
banhou,1=班后
piaoshang,1=票上
wutong,1=吴桐
yonghe,1=雍和
wangyuexin,1=王栎鑫
maxie,1=麻斜
xiaoyi,1=小一
longjian,1=龙剑
zhuya,1=主呀
butiao,1=不跳
jiumei,1=九妹
xianliao,1=馅料
shire,1=是热
zhaer,1=扎尔
wangnan,1=王南
beidai,1=被带
xiaohui,1=小晖
jinhe,1=锦和
caifa,1=才发
pofan,1=破烦
yecheng,1=邺城
ganzhe,1=干这
huangchao,1=黄超
sakeqi,1=萨科齐
tongdao,1=痛到
siman,1=斯曼
chixiazhu,1=赤霞珠
lili,1=李莉
zhaoxia,1=照下
niming,1=你明
meixia,1=每下
yuanshen,1=源深
jiuchuan,1=就传
xiaohua,1=笑花
yunjie,1=云姐
yongwang,1=永旺
liuwei,1=刘炜
baili,1=百利
chenping,1=陈平
chenxianggui,1=陈相贵
shizhihao,1=施之皓
guidao,1=鬼道
wudong,1=无冬
mengzhan,1=盟战
duima,1=对嘛
xiaohua,1=晓华
jinji,1=紧记
xicang,1=西仓
nagou,1=那狗
yexin,1=夜心
lilai,1=利来
tuoxiang,1=拖箱
duixia,1=对下
jinhao,1=金号
louche,1=耧车
nuer,1=奴儿
sengduo,1=僧多
xiaxue,1=夏雪
xiaone,1=小呢
zaima,1=在嘛
shangchuan,1=上穿
zhangzhan,1=张展
kuou,1=酷哦
guangnei,1=广内
xiebu,1=写不
yongshen,1=用神
banju,1=版聚
jingxia,1=镜下
fushi,1=符石
youai,1=又爱
guojian,1=过肩
zaibu,1=咱不
baiying,1=白影
shuaiya,1=帅呀
xiacun,1=夏村
zoushi,1=奏是
zhaojun,1=赵君
shoutao,1=首套
menga,1=猛啊
dijie,1=地接
zhicheng,1=志成
zhenjian,1=真贱
mane,1=嘛呢
zhengjian,1=郑建
sancun,1=三村
nizhi,1=你指
zheya,1=着呀
kanchang,1=看厂
xinlao,1=心老
nitie,1=你贴
jiana,1=贱啊
daoliao,1=刀了
hanggai,1=杭盖
meigui,1=美规
wujin,1=勿进
bafan,1=把饭
wangli,1=王丽
xiazou,1=下走
sheidang,1=谁当
yaogou,1=要够
hebin,1=何斌
buchu,1=不除
safen,1=萨芬
lainie,1=来捏
woliao,1=窝了
wuxia,1=吴瑕
linyun,1=林云
lage,1=拉格
yishilu,1=依视路
moganna,1=莫甘娜
zhune,1=住呢
xuyang,1=徐扬
jiabao,1=佳宝
guangcong,1=光从
zhaojin,1=照金
junda,1=军大
xueborou,1=血脖肉
wenyi,1=问一
xuecheng,1=血橙
sibo,1=思博
tuma,1=图吗
zhutie,1=主贴
jinquan,1=金泉
gongshang,1=宫商
tuizhi,1=推至
huoma,1=货吗
qudeng,1=去等
xinyin,1=心瘾
guori,1=果日
wudi,1=五弟
gulun,1=谷轮
lijun,1=李军
minda,1=民大
weiri,1=为日
ahai,1=阿海
jiaxin,1=嘉信
dieer,1=蝶儿
yuer,1=羽儿
zaishan,1=再删
xinzhong,1=新中
jiayuan,1=佳源
xunyin,1=巡音
ruimei,1=瑞美
zhuangkao,1=桩考
canye,1=残夜
wenzong,1=温总
yiju,1=一居
aomei,1=奥美
yougai,1=由该
yulong,1=御龙
fala,1=发啦
erbian,1=而变
wobian,1=我变
yaotui,1=要退
fayao,1=法要
xiaoyu,1=小余
yushui,1=于水
zhencha,1=真差
duankao,1=段考
kuailiao,1=快聊
mapi,1=麻批
banxun,1=班训
zhena,1=这哪
dongla,1=动啦
sisi,1=司思
fangxie,1=仿写
xiyu,1=西遇
youle,1=优乐
julong,1=聚龙
xiadian,1=下店
zunzhu,1=尊主
duyi,1=杜伊
niangyao,1=娘要
yelong,1=叶龙
cheba,1=撤吧
zhanggei,1=长给
ruba,1=入吧
kaibo,1=开波
danye,1=蛋液
hongguan,1=红馆
nanxiang,1=南翔
shuine,1=睡呢
daiba,1=代吧
daijian,1=待件
hunqi,1=魂器
zhaojia,1=兆佳
fengdao,1=冯导
jiuba,1=久吧
huine,1=回呢
yeju,1=也具
shaone,1=少呢
wangqian,1=网前
yangjin,1=杨进
huidao,1=会倒
nidiu,1=你丢
minggong,1=命宫
leine,1=累呢
meidou,1=美都
huaichun,1=还纯
huone,1=货呢
zhizhi,1=致知
laoda,1=老打
wojing,1=我敬
shishu,1=是树
midi,1=迷迪
weibao,1=为保
zuiyu,1=醉鱼
yuanfeng,1=源丰
yaojiang,1=要降
xianghui,1=想回
qunliao,1=群了
dongne,1=懂呢
gaihuan,1=该换
yaoquan,1=要全
bihui,1=必回
hanyu,1=韩羽
zhangqian,1=长钱
zhongneng,1=中能
gaoqi,1=高琪
xiabu,1=下埠
lanzhi,1=兰芝
huazhi,1=花之
songyuan,1=松园
liuqin,1=刘琴
jiangchao,1=姜超
zhiming,1=志明
xiaoqi,1=小琪
mayunwen,1=马蕴雯
hunba,1=混吧
liguo,1=李国
wuzun,1=武尊
liuying,1=刘英
ninger,1=宁儿
xianba,1=线吧
renge,1=人咯
xiangdu,1=想读
jiangzongfu,1=姜宗福
erjue,1=二觉
dianne,1=点呢
xiuluo,1=秀萝
baine,1=白呢
yetong,1=叶童
daocun,1=到村
andi,1=俺滴
niuba,1=牛吧
xubei,1=徐蓓
yunying,1=云英
batian,1=八田
zhiying,1=止盈
shicao,1=是草
aiwu,1=爱物
suangei,1=算给
cuizheng,1=崔征
fandu,1=反赌
guming,1=顾明
gaidao,1=盖到
niangde,1=酿的
xiaonan,1=晓楠
zaicai,1=再踩
keqiang,1=克强
huyang,1=胡洋
muwo,1=木我
laoqiang,1=老强
guantang,1=官塘
longtang,1=龙塘
youshou,1=诱受
chujie,1=出街
natu,1=那图
nigan,1=你赶
ashidun,1=阿仕顿
sandao,1=三到
shangcheng,1=上称
yumo,1=御魔
beiyu,1=被雨
mieshi,1=灭世
shiyao,1=是药
bana,1=吧内
shuiduo,1=水多
chenzong,1=陈总
bawei,1=八尾
moji,1=莫急
nenghui,1=能会
randao,1=然道
shisong,1=是送
defa,1=得发
zaizhuang,1=在装
chuangwen,1=创文
shiman,1=是慢
renta,1=认他
xiaoyong,1=小勇
erzhuan,1=二转
dabiao,1=打标
shaoni,1=少你
chonghuo,1=冲货
popo,1=破破
jiujie,1=九街
niaowo,1=鸟我
huama,1=话吗
nvpei,1=女配
hema,1=喝吗
zhuangyi,1=庄毅
fenge,1=分个
yaoqing,1=要轻
chimei,1=吃没
zhangdao,1=张导
bianma,1=变吗
shage,1=杀个
zoume,1=走么
xiangyou,1=像有
wanme,1=玩么
rea,1=热啊
qianshang,1=钱上
kuluze,1=酷路泽
yuana,1=冤啊
caia,1=踩啊
daochang,1=到厂
woqu,1=我取
yaobei,1=要背
qiadao,1=恰到
wenlong,1=文龙
bodao,1=播到
luoyinguo,1=罗荫国
zhangjun,1=张君
liudong,1=刘冬
zhanglan,1=张兰
shichang,1=是场
guanwu,1=关务
shijian,1=是剑
shanshan,1=山山
changmin,1=昌珉
xinhe,1=欣和
liangmei,1=亮妹
xunshan,1=寻山
guiya,1=贵呀
kuaidai,1=快带
cuqiao,1=簇桥
gejia,1=个家
laner,1=蓝儿
duiyi,1=对已
mouzhu,1=某猪
xiaoqing,1=小晴
daoni,1=盗你
caini,1=踩你
yisheng,1=艺声
sudui,1=素对
huangdi,1=皇弟
dangai,1=当爱
quanxing,1=全兴
huacheng,1=华程
zhaolei,1=赵蕾
chenjin,1=陈金
xunni,1=寻你
lejiu,1=乐就
yezhang,1=也长
ashuai,1=阿帅
konglin,1=孔林
ahui,1=阿辉
tana,1=他拿
beili,1=杯里
dapei,1=大培
nihuai,1=你坏
douzhe,1=都这
xiangyu,1=香玉
junru,1=君如
keyilu,1=科怡路
pairui,1=派瑞
haoli,1=号里
nengzhong,1=能中
nengdiu,1=能丢
xinqi,1=新砌
nengkong,1=能控
jirun,1=极润
nengjia,1=能嫁
tangxiao,1=唐笑
liuxin,1=刘心
guoxianni,1=郭羡妮
yaopei,1=要赔
shitian,1=是甜
wanfeng,1=万丰
yingle,1=迎了
liuqing,1=刘庆
youshen,1=有什
fengda,1=丰大
xianfan,1=咸饭
chengge,1=成哥
pozhao,1=破招
quying,1=瞿颖
tafa,1=他发
maimian,1=麦面
junyi,1=骏逸
laodan,1=老丹
xiufa,1=修法
zaizai,1=崽崽
qiou,1=起哦
fangxiang,1=方想
zhuita,1=追他
maliu,1=麻柳
yongme,1=用么
zouye,1=走也
shuixin,1=水心
rangxin,1=让心
jiutan,1=就谈
getao,1=隔套
shuli,1=树里
zijian,1=子建
hansui,1=韩遂
kuaiduo,1=块多
jiune,1=酒呢
ganbu,1=干不
tieliao,1=铁了
tashang,1=她上
yexin,1=也信
wanxin,1=万鑫
renzou,1=人走
dingzhi,1=定置
liuan,1=刘安
changba,1=长把
laijia,1=来家
nvda,1=女大
hairen,1=还认
gaoshui,1=高水
dongshui,1=冻水
mazhizhun,1=麻枝准
gema,1=个吗
yingye,1=樱野
zhitian,1=织田
zheniu,1=这妞
nixia,1=你瞎
weida,1=伟达
meilian,1=美联
yuquan,1=御泉
dashe,1=打蛇
fenzhi,1=分至
yangya,1=样呀
shengru,1=生如
liupinyan,1=刘品言
yaotou,1=要投
xueti,1=血蹄
erye,1=二叶
woxing,1=我醒
tadai,1=她带
bozai,1=泊在
liangbang,1=两帮
xiaoyan,1=小言
sidao,1=四岛
biba,1=比吧
nishi,1=逆时
linda,1=林大
guoliang,1=国梁
suizhi,1=岁至
shiniao,1=是鸟
huida,1=会大
gangge,1=刚哥
shaba,1=啥吧
kelan,1=珂兰
sanpao,1=三炮
zerang,1=则让
lefeng,1=乐风
guojian,1=郭健
zhangmeng,1=张萌
liqiming,1=李启铭
wenli,1=文利
ciduo,1=次多
zhengjie,1=郑洁
shaogen,1=少跟
zongshou,1=总收
hongdan,1=红单
zhendong,1=振东
dongche,1=懂车
henhen,1=很恨
wanjun,1=万军
aitong,1=艾佟
wenjun,1=文军
qianmian,1=千面
jiawang,1=嘉旺
yisu,1=易速
maose,1=毛瑟
xingren,1=型人
fangzhong,1=方中
xiamian,1=虾面
qushua,1=去刷
huichuang,1=汇创
huahun,1=花魂
zhuye,1=筑业
sizhengge,1=撕证哥
zhongli,1=钟丽
duandian,1=段店
jima,1=急嘛
yongma,1=用嘛
youya,1=尤雅
ningci,1=宁次
duogen,1=多跟
kejia,1=克家
yuanzhi,1=袁志
jupi,1=俱疲
shengmei,1=圣美
huaqiu,1=华秋
binglai,1=兵来
zhuanyin,1=篆音
zhanglu,1=张鲁
sanding,1=三鼎
guzhen,1=古阵
tanlang,1=贪狼
ziche,1=紫车
muxiong,1=母熊
jiuwang,1=就忘
duizui,1=对嘴
suoqu,1=所去
zhihui,1=直汇
yanghui,1=杨惠
shisa,1=是撒
songxie,1=送些
jiaoyu,1=交予
zhuaiye,1=拽爷
fenla,1=分啦
langzu,1=狼族
woshu,1=我数
youmei,1=由美
dizhuang,1=底妆
boshen,1=波什
renla,1=人啦
jianzhuang,1=尖庄
nanjiu,1=难就
shiqiang,1=是枪
hehong,1=和红
kongzhuang,1=孔庄
huoba,1=货吧
saihanba,1=塞罕坝
haopengjun,1=郝鹏俊
moqu,1=魔趣
goune,1=够呢
zhilei,1=之泪
duimei,1=对没
yongwai,1=永外
lifei,1=李菲
guoxuefu,1=郭雪芙
xianbei,1=先被
xiangge,1=翔哥
kubao,1=酷宝
laoyu,1=老于
laiwan,1=莱万
xueba,1=血吧
dengzai,1=等咱
caoren,1=曹仁
fuyandong,1=傅琰东
geida,1=给打
zhaocheng,1=赵成
huone,1=火呢
liuge,1=六哥
suiyang,1=隋阳
haofang,1=好放
guohan,1=国汉
haowo,1=豪沃
wangzhong,1=王忠
rangge,1=让哥
houchao,1=侯超
wangqian,1=王茜
qiebenjinghua,1=妾本惊华
danjing,1=单井
niyuan,1=你愿
ruguo,1=入锅
shangren,1=上忍
yindu,1=银都
niqi,1=你起
dujing,1=杜婧
hongyue,1=红月
xier,1=熙儿
yuqi,1=玉琪
shoujian,1=首检
qianjing,1=浅井
huaba,1=画吧
aiyou,1=爱有
liba,1=离吧
chaoxiang,1=炒香
huanger,1=晃儿
yejin,1=也进
miba,1=米吧
baoxiang,1=爆香
yitan,1=一坛
fenxia,1=分下
shuodi,1=说滴
haoche,1=号车
qubao,1=去报
yazhuang,1=芽庄
nika,1=尼卡
gulixiang,1=骨里香
huamao,1=华贸
xuege,1=学个
guanshuo,1=管说
jiumu,1=九牧
minxia,1=敏霞
xudong,1=旭东
laobai,1=老柏
jiangyang,1=姜洋
qidao,1=气到
fangyingjie,1=方应杰
xianmo,1=仙魔
jinyue,1=金岳
zhaosong,1=赵松
zhongguang,1=中广
zaochi,1=早吃
dianjiu,1=点酒
yedao,1=夜道
caiwo,1=踩我
yuhe,1=于何
jiuqu,1=九区
yuantong,1=远通
jiangwo,1=讲我
yezong,1=叶总
zhangqihui,1=张棋惠
zhunma,1=准吗
liqun,1=力群
meijie,1=梅姐
juzhi,1=据知
chengmo,1=成魔
xinpiao,1=新票
jinwo,1=尽我
hehou,1=和后
xuhui,1=旭辉
haicheng,1=还称
dewan,1=得玩
xinghui,1=星辉
pingwang,1=平王
qunyi,1=群益
ledou,1=乐豆
maolin,1=毛琳
wuguo,1=武锅
xiaoyu,1=笑雨
maozai,1=猫在
yiling,1=异灵
yingwang,1=鹰王
jifubao,1=即付宝
anbu,1=暗部
chetuo,1=车托
fangyao,1=放药
beigai,1=被改
yaodai,1=要戴
hengjie,1=恒洁
dingli,1=丁力
xiaomin,1=晓敏
jiuduo,1=就躲
junwei,1=君威
dougai,1=都改
shahuo,1=傻货
maluda,1=马卢达
bapiao,1=把票
hengao,1=很搞
zhuia,1=追啊
shengta,1=生他
chime,1=吃么
xindou,1=信都
haojiao,1=好教
baqu,1=八区
kaota,1=靠它
duopai,1=多拍
rongde,1=荣德
xiewen,1=谢文
xiexuan,1=谢玄
ciwo,1=赐我
haotian,1=浩天
yexiao,1=也小
tongma,1=通吗
jinma,1=进吗
yuteng,1=宇腾
zhili,1=之礼
buyang,1=不养
meizhu,1=美竹
huiteng,1=辉腾
xifei,1=西飞
zhaoni,1=照你
neni,1=呢你
quwa,1=去挖
fazhe,1=发这
zhuana,1=转啊
zhanqi,1=占其
wozheng,1=我整
neiwei,1=内位
deluo,1=德罗
jiushu,1=就输
sumaitong,1=速卖通
jieliao,1=接料
xulan,1=徐兰
chubu,1=处不
zhuangbu,1=装不
daoma,1=到嘛
mingyi,1=明一
meiya,1=没呀
shaoyi,1=少一
danzu,1=单租
fubo,1=福伯
fanya,1=烦呀
wumei,1=五妹
meiya,1=妹呀
kaidang,1=开档
mingfa,1=明发
laisa,1=来撒
zhanghao,1=张浩
zhuangma,1=装吗
youyu,1=又遇
guangma,1=光吗
kailiao,1=开料
fenma,1=分码
guokai,1=国开
liming,1=李鸣
gengbo,1=更博
junhe,1=君和
haolunge,1=好伦哥
tana,1=她拿
xinbie,1=心别
yaoqian,1=要签
yaya,1=雅雅
xiaoyu,1=萧雨
nengzhan,1=能占
suqingli,1=苏庆黎
zhangjin,1=张金
riba,1=日吧
nanwang,1=南王
mengzhi,1=梦之
ganpeng,1=敢碰
anxi,1=谙习
